nama_upt,jenis_upt,kelas_upt,subjenis_upt,provinsi,kanwil,kabupaten_kota,alamat,latitude,longitude,coordinate_quality,coordinate_source,coordinate_score,location_hint,aktif,catatan_verifikasi
Lapas Narkotika Kelas IIA Muara Beliti,Lapas,IIA,Narkotika,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Musi Rawas Utara,,-2.7351502,102.9014652,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MUSI RAWAS,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIB Banyuasin,Lapas,IIB,Narkotika,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Musi Banyuasin,,-2.49093405,103.7048186413551,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BANYUASIN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIA Palembang,Lapas,IIA,Perempuan,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Kota Palembang,,-2.964356134979077,104.77419309717557,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PALEMBANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas I Palembang,Rutan,I,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Kota Palembang,,-2.964356134979077,104.77419309717557,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PALEMBANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Baturaja,Rutan,IIB,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Ogan Komering Ulu Selatan,,-4.5702304,103.92495365763118,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,OGAN KOMERING ULU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Prabumulih,Rutan,IIB,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Kota Prabumulih,,-3.516701993669445,104.20708752337299,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PRABUMULIH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas I Medan,Lapas,I,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Medan,,3.538745176270048,98.63509984207012,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MEDAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Binjai,Lapas,IIA,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Binjai,,3.600360033691407,98.49257470935811,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BINJAI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Labuhan Ruku,Lapas,IIA,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Batu Bara,,3.5723293,99.63534445804413,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BATU BARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Pancur Batu,Lapas,IIA,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Deli Serdang,,3.69524335,98.8310744882268,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,DELI SERDANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Pematang Siantar,Lapas,IIA,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Pematangsiantar,,2.9354795593213323,99.06370467655827,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PEMATANGSIANTAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Rantau Prapat,Lapas,IIA,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Labuhanbatu Selatan,,1.83365285,100.06837229666323,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LABUHANBATU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Sibolga,Lapas,IIA,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Sibolga,,1.7310898922368911,98.78918260950009,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SIBOLGA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Gunung Sitoli,Lapas,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Gunungsitoli,,1.2169768547143338,97.57824479610208,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,GUNUNGSITOLI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Lubuk Pakam,Lapas,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Deli Serdang,,3.69524335,98.8310744882268,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,DELI SERDANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Padang Sidempuan,Lapas,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Padangsidimpuan,,1.4598931428326465,99.25402988224239,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PADANGSIDIMPUAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Panyabungan,Lapas,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Mandailing Natal,,0.7456754999999999,99.2188578794001,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MANDAILING NATAL,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Siborong-Borong,Lapas,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Tapanuli Utara,,1.9980604,99.06476586250315,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TAPANULI UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Tanjung Balai Asahan,Lapas,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Tanjung Balai,,2.946210275993223,99.8198699009899,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TANJUNG BALAI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Tebing Tinggi Deli,Lapas,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Tebing Tinggi,,3.3289472907802664,99.16517143414292,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TEBING TINGGI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Barus,Lapas,III,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Tapanuli Tengah,,1.82312845,98.27976773073217,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TAPANULI TENGAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Gunung Tua,Lapas,III,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Padang Lawas Utara,,1.6364047,99.69103752459654,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PADANG LAWAS UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Kota Pinang,Lapas,III,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Labuhanbatu Selatan,,1.83365285,100.06837229666323,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LABUHANBATU SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Kotanopan,Lapas,III,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Mandailing Natal,,0.7456754999999999,99.2188578794001,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MANDAILING NATAL,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Labuhan Bilik,Lapas,III,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,,,2.1154,99.5451,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.434,HALMAHERA SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Pangururan,Lapas,III,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Samosir,,2.54469535,98.57191376246578,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SAMOSIR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Teluk Dalam,Lapas,III,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Nias Selatan,,0.0680552,98.26223886860505,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,NIAS SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Langkat,Lapas,IIA,Narkotika,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Langkat,,3.8293858,98.24834954457486,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,LANGKAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Pematang Siantar,Lapas,IIA,Narkotika,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Pematangsiantar,,2.9354795593213323,99.06370467655827,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PEMATANGSIANTAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Pemuda Kelas III Langkat,Lapas,III,Pemuda,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Langkat,,3.8293858,98.24834954457486,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,LANGKAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIA Medan,Lapas,IIA,Perempuan,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Medan,,3.538745176270048,98.63509984207012,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MEDAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas I Labuhan Deli,Rutan,I,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,,,2.1154,99.5451,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.434,HALMAHERA SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas I Medan,Rutan,I,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Medan,,3.538745176270048,98.63509984207012,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MEDAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Balige,Rutan,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Toba,,2.38545945,99.33146479493726,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TOBA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Humbang Hasundutan,Rutan,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Humbang Hasundutan,,2.2475810000000003,98.60101988220362,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,HUMBANG HASUNDUTAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kabanjahe,Rutan,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Karo,,3.09987505,98.33697063830981,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KARO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Natal,Rutan,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Mandailing Natal,,0.7456754999999999,99.2188578794001,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,NATAL,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Pangkalan Brandan,Rutan,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Langkat,,3.8293858,98.24834954457486,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LANGKAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sibuhuan,Rutan,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Padang Lawas Utara,,1.6364047,99.69103752459654,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PADANG LAWAS,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sidikalang,Rutan,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Dairi,,2.83532105,98.28450159467039,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,DAIRI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sipirok,Rutan,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Tapanuli Selatan,,1.5510869,99.21175710833333,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TAPANULI SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Tanjung Pura,Rutan,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Tanjung Balai,,2.946210275993223,99.8198699009899,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.469,TANJUNG PURA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Tarutung,Rutan,IIB,Umum,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Tapanuli Utara,,1.9980604,99.06476586250315,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TAPANULI UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Perempuan Kelas IIA Medan,Rutan,IIA,Perempuan,Sumatera Utara,Kantor Wilayah Ditjenpas Sumatera Utara,Kota Medan,,3.538745176270048,98.63509984207012,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MEDAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
